<aarhus:FastEthernet0/0, copenhagen:FastEthernet0/0>
<nodeidg79:FastEthernet0/1, montpellier:FastEthernet0/1>
<nodeidg79:FastEthernet1/0, toulouse:FastEthernet0/1>
<nodeidh100:FastEthernet0/0, charleston:FastEthernet0/1>
<nodeidh100:FastEthernet0/1, nodeidh102:FastEthernet0/1>
<nodeidh100:FastEthernet1/0, orangeburg:FastEthernet0/1>
<nodeidh101:FastEthernet0/0, hiltontthead:FastEthernet0/0>
<nodeidh101:FastEthernet0/1, nodeidh102:FastEthernet1/0>
<nodeidh101:FastEthernet1/0, savannah:FastEthernet1/1>
<nodeidh102:FastEthernet0/0, beaufort:FastEthernet0/0>
<nodeidh102:FastEthernet0/1, nodeidh100:FastEthernet0/1>
<nodeidh102:FastEthernet1/0, nodeidh101:FastEthernet0/1>
<nodeidh103:FastEthernet0/0, charleston:FastEthernet1/0>
<nodeidh103:FastEthernet0/1, myrtlettbeach:FastEthernet1/0>
<nodeidh103:FastEthernet1/0, sumter:FastEthernet0/1>
<nodeidh111:FastEthernet0/0, atlanta:FastEthernet2/1>
<nodeidh111:FastEthernet0/1, birminghamidh54:FastEthernet1/1>
<nodeidh111:FastEthernet1/0, montgomery:FastEthernet1/1>
<nodeidh112:FastEthernet0/0, florence:FastEthernet1/0>
<nodeidh112:FastEthernet0/1, nodeidh99:FastEthernet0/1>
<nodeidh112:FastEthernet1/0, sumter:FastEthernet1/0>
<nodeidh84:FastEthernet0/0, anniston:FastEthernet1/1>
<nodeidh84:FastEthernet0/1, atlanta:FastEthernet3/0>
<nodeidh84:FastEthernet1/0, newnah:FastEthernet0/1>
<nodeidh85:FastEthernet0/0, daytonattbeach:FastEthernet1/0>
<nodeidh85:FastEthernet0/1, fortttlauderdale:FastEthernet1/0>
<nodeidh85:FastEthernet1/0, orlando:FastEthernet0/1>
<nodeidh86:FastEthernet0/0, lakettcity:FastEthernet1/0>
<nodeidh86:FastEthernet0/1, ocala:FastEthernet0/1>
<nodeidh86:FastEthernet1/0, tallahassee:FastEthernet2/0>
<nodeidh97:FastEthernet0/0, gainesvilleidh15:FastEthernet0/1>
<nodeidh97:FastEthernet0/1, greenville:FastEthernet1/1>
<nodeidh97:FastEthernet1/0, nodeidh98:FastEthernet0/1>
<nodeidh98:FastEthernet0/0, athens:FastEthernet1/0>
<nodeidh98:FastEthernet0/1, nodeidh97:FastEthernet1/0>
<nodeidh98:FastEthernet1/0, nodeidh99:FastEthernet1/0>
<nodeidh99:FastEthernet0/0, charlotte:FastEthernet2/0>
<nodeidh99:FastEthernet0/1, nodeidh112:FastEthernet0/1>
<nodeidh99:FastEthernet1/0, nodeidh98:FastEthernet1/0>
<norfolk:FastEthernet0/0, richmond:FastEthernet0/0>
<norfolk:FastEthernet0/1, rockyttmount:FastEthernet0/0>
<novara:FastEthernet0/0, milan:FastEthernet3/1>
<nuremberg:FastEthernet0/0, leipzig:FastEthernet0/1>
<nuremberg:FastEthernet0/1, munich:FastEthernet0/1>
<nyon:FastEthernet0/0, geneve:FastEthernet0/1>
<nyon:FastEthernet0/1, lausanne:FastEthernet0/1>
<ocala:FastEthernet0/0, gainesville:FastEthernet0/1>
<ocala:FastEthernet0/1, nodeidh86:FastEthernet0/1>
<ocala:FastEthernet1/0, orlando:FastEthernet1/0>
<ocala:FastEthernet1/1, tampa:FastEthernet1/0>
<opelika:FastEthernet0/0, auburn:FastEthernet0/1>
<opelika:FastEthernet0/1, lagrangeidh43:FastEthernet1/0>
<orangeburg:FastEthernet0/0, columbia:FastEthernet1/0>
<orangeburg:FastEthernet0/1, nodeidh100:FastEthernet1/0>
<orlando:FastEthernet0/0, cocoattbeach:FastEthernet1/0>
<orlando:FastEthernet0/1, nodeidh85:FastEthernet1/0>
<orlando:FastEthernet1/0, ocala:FastEthernet1/0>
<orlando:FastEthernet1/1, tampa:FastEthernet1/1>
<orlando:FastEthernet2/0, wintertthaven:FastEthernet0/0>
<oslo:FastEthernet0/0, gothenburg:FastEthernet0/1>
<oslo:FastEthernet0/1, stockholm:FastEthernet1/0>
<ostend:FastEthernet0/0, ghent:FastEthernet1/0>
<ostend:FastEthernet0/1, nodeidg62:FastEthernet1/0>
<padova:FastEthernet0/0, rome:FastEthernet3/0>
<padova:FastEthernet0/1, venezia:FastEthernet0/0>
<padova:FastEthernet1/0, verona:FastEthernet0/1>
<palermo:FastEthernet0/0, rome:FastEthernet3/1>
<panamattcity:FastEthernet0/0, crestview:FastEthernet0/0>
<panamattcity:FastEthernet0/1, dothan:FastEthernet0/1>
<paris:FastEthernet0/0, lille:FastEthernet1/0>
<paris:FastEthernet0/1, lyon:FastEthernet2/0>
<paris:FastEthernet1/0, newark:FastEthernet1/0>
<paris:FastEthernet1/1, rouen:FastEthernet0/0>
<paris:FastEthernet2/0, strasbourg:FastEthernet1/0>
<paris:FastEthernet2/1, tours:FastEthernet0/0>
<parma:FastEthernet0/0, milan:FastEthernet4/0>
<peerlinz0:FastEthernet0/0, linz:FastEthernet2/0>
<pensacola:FastEthernet0/0, crestview:FastEthernet0/1>
<pensacola:FastEthernet0/1, mobile:FastEthernet1/0>
<pfaffikon:FastEthernet0/0, stttgallen:FastEthernet0/0>
<pfaffikon:FastEthernet0/1, winterthur:FastEthernet0/0>
<philadelphia:FastEthernet0/0, newarkidh38:FastEthernet0/1>
<philadelphia:FastEthernet0/1, washington:FastEthernet0/0>
<piacenza:FastEthernet0/0, milan:FastEthernet4/1>
<pinettbluff:FastEthernet0/0, jackson:FastEthernet1/1>
<pinettbluff:FastEthernet0/1, littlettrock:FastEthernet0/1>
<poitiers:FastEthernet0/0, tours:FastEthernet0/1>
<porto:FastEthernet0/0, lisbon:FastEthernet0/1>
<potsdam:FastEthernet0/0, berlin:FastEthernet1/0>
<prague:FastEthernet0/0, dresden:FastEthernet1/0>
<prague:FastEthernet0/1, krakov:FastEthernet0/0>
<prague:FastEthernet1/0, vienna:FastEthernet2/1>
<raleigh:FastEthernet0/0, charlotte:FastEthernet2/1>
<raleigh:FastEthernet0/1, durham:FastEthernet0/1>
<raleigh:FastEthernet1/0, fayatteville:FastEthernet0/1>
<raleigh:FastEthernet1/1, rockyttmount:FastEthernet0/1>
<raleigh:FastEthernet2/0, wilmington:FastEthernet1/1>
<reading:FastEthernet0/0, bristol:FastEthernet1/0>
<reading:FastEthernet0/1, london:FastEthernet3/1>
<reggiottemilia:FastEthernet0/0, milan:FastEthernet5/0>
<reggiottemilia:FastEthernet0/1, modena:FastEthernet0/1>
<rennes:FastEthernet0/0, nantes:FastEthernet0/1>
<rennes:FastEthernet0/1, rouen:FastEthernet0/1>
<richmond:FastEthernet0/0, norfolk:FastEthernet0/0>
<richmond:FastEthernet0/1, washington:FastEthernet0/1>
<rimini:FastEthernet0/0, milan:FastEthernet5/1>
<rockyttmount:FastEthernet0/0, norfolk:FastEthernet0/1>
<rockyttmount:FastEthernet0/1, raleigh:FastEthernet1/1>
<rome:FastEthernet0/0, bari:FastEthernet0/0>
<rome:FastEthernet0/1, brindisi:FastEthernet0/0>
<rome:FastEthernet1/0, cagliari:FastEthernet0/0>
<rome:FastEthernet1/1, catania:FastEthernet0/0>
<rome:FastEthernet2/0, firenze:FastEthernet1/0>
<rome:FastEthernet2/1, napoli:FastEthernet0/0>
<rome:FastEthernet3/0, padova:FastEthernet0/0>
<rome:FastEthernet3/1, palermo:FastEthernet0/0>
<rome:FastEthernet4/0, sassari:FastEthernet0/0>
<rostock:FastEthernet0/0, berlin:FastEthernet1/1>
<rostock:FastEthernet0/1, dothan:FastEthernet1/0>
<rostock:FastEthernet1/0, hamburg:FastEthernet3/0>
<rotterdam:FastEthernet0/0, denttbosch:FastEthernet1/0>
<rotterdam:FastEthernet0/1, thetthague:FastEthernet1/0>
<rouen:FastEthernet0/0, paris:FastEthernet1/1>
<rouen:FastEthernet0/1, rennes:FastEthernet0/1>
<salzburg:FastEthernet0/0, innsbruck:FastEthernet0/0>
<salzburg:FastEthernet0/1, linz:FastEthernet0/0>
<santtantonia:FastEthernet0/0, houston:FastEthernet1/0>
<santtantonia:FastEthernet0/1, santtmarcos:FastEthernet0/1>
<santtmarcos:FastEthernet0/0, austin:FastEthernet0/1>
<santtmarcos:FastEthernet0/1, santtantonia:FastEthernet0/1>
<sarasota:FastEthernet0/0, ftttmyers:FastEthernet0/1>
<sarasota:FastEthernet0/1, stttpollen:FastEthernet0/1>
<sarasota:FastEthernet1/0, tampa:FastEthernet2/0>
<sassari:FastEthernet0/0, rome:FastEthernet4/0>
<sauntttaugustine:FastEthernet0/0, daytonattbeach:FastEthernet1/1>
<sauntttaugustine:FastEthernet0/1, jacksonville:FastEthernet1/0>
<savannah:FastEthernet0/0, augusta:FastEthernet1/0>
<savannah:FastEthernet0/1, charleston:FastEthernet1/1>
<savannah:FastEthernet1/0, jacksonville:FastEthernet1/1>
<savannah:FastEthernet1/1, nodeidh101:FastEthernet1/0>
<schaffhausen:FastEthernet0/0, stttgallen:FastEthernet0/1>
<schaffhausen:FastEthernet0/1, zurich:FastEthernet0/1>
<shreveport:FastEthernet0/0, alexandria:FastEthernet0/1>
<shreveport:FastEthernet0/1, monroe:FastEthernet0/0>
<shreveport:FastEthernet1/0, intview:FastEthernet0/1>
<sintra:FastEthernet0/0, lisbon:FastEthernet1/0>
<stockholm:FastEthernet0/0, copenhagen:FastEthernet2/0>
<stockholm:FastEthernet0/1, helsinki:FastEthernet0/0>
<stockholm:FastEthernet1/0, oslo:FastEthernet0/1>
<strasbourg:FastEthernet0/0, basel:FastEthernet0/1>
<strasbourg:FastEthernet0/1, karlsruhe:FastEthernet0/1>
<strasbourg:FastEthernet1/0, paris:FastEthernet2/0>
<stttgallen:FastEthernet0/0, pfaffikon:FastEthernet0/0>
<stttgallen:FastEthernet0/1, schaffhausen:FastEthernet0/0>
<stttgallen:FastEthernet1/0, zurich:FastEthernet1/0>
<stttpollen:FastEthernet0/0, linz:FastEthernet0/1>
<stttpollen:FastEthernet0/1, sarasota:FastEthernet0/1>
<stuttgart:FastEthernet0/0, boblingen:FastEthernet0/0>
<stuttgart:FastEthernet0/1, esslingen:FastEthernet0/0>
<stuttgart:FastEthernet1/0, karlsruhe:FastEthernet1/0>
<stuttgart:FastEthernet1/1, munich:FastEthernet1/0>
<sumter:FastEthernet0/0, columbia:FastEthernet1/1>
<sumter:FastEthernet0/1, nodeidh103:FastEthernet1/0>
<sumter:FastEthernet1/0, nodeidh112:FastEthernet1/0>
<sylva:FastEthernet0/0, ashville:FastEthernet0/1>
<sylva:FastEthernet0/1, greenville:FastEthernet2/0>
<sylva:FastEthernet1/0, knoxville:FastEthernet0/1>
<tallahassee:FastEthernet0/0, albany:FastEthernet0/1>
<tallahassee:FastEthernet0/1, atlanta:FastEthernet3/1>
<tallahassee:FastEthernet1/0, crestview:FastEthernet1/0>
<tallahassee:FastEthernet1/1, lakettcity:FastEthernet1/1>
<tallahassee:FastEthernet2/0, nodeidh86:FastEthernet1/0>
<tampa:FastEthernet0/0, linz:FastEthernet1/0>
<tampa:FastEthernet0/1, miami:FastEthernet1/1>
<tampa:FastEthernet1/0, ocala:FastEthernet1/1>
<tampa:FastEthernet1/1, orlando:FastEthernet1/1>
<tampa:FastEthernet2/0, sarasota:FastEthernet1/0>
<tampa:FastEthernet2/1, wintertthaven:FastEthernet0/1>
<thetthague:FastEthernet0/0, antwerp:FastEthernet0/1>
<thetthague:FastEthernet0/1, hoofddorp:FastEthernet0/1>
<thetthague:FastEthernet1/0, rotterdam:FastEthernet0/1>
<toulouse:FastEthernet0/0, bordeaux:FastEthernet1/0>
<toulouse:FastEthernet0/1, nodeidg79:FastEthernet1/0>
<tours:FastEthernet0/0, paris:FastEthernet2/1>
<tours:FastEthernet0/1, poitiers:FastEthernet0/0>
<trento:FastEthernet0/0, milan:FastEthernet6/0>
<treviso:FastEthernet0/0, milan:FastEthernet6/1>
<trieste:FastEthernet0/0, milan:FastEthernet7/0>
<turin:FastEthernet0/0, cuneo:FastEthernet0/0>
<turin:FastEthernet0/1, marseille:FastEthernet1/1>
<turin:FastEthernet1/0, milan:FastEthernet7/1>
<tuscaloosa:FastEthernet0/0, birminghamidh54:FastEthernet2/0>
<tuscaloosa:FastEthernet0/1, meridian:FastEthernet1/0>
<utrecht:FastEthernet0/0, denttbosch:FastEthernet1/1>
<utrecht:FastEthernet0/1, hilversum:FastEthernet0/1>
<valdosta:FastEthernet0/0, lakettcity:FastEthernet2/0>
<valdosta:FastEthernet0/1, macon:FastEthernet0/1>
<valencia:FastEthernet0/0, barcelona:FastEthernet0/1>
<valencia:FastEthernet0/1, madrid:FastEthernet1/0>
<varese:FastEthernet0/0, milan:FastEthernet8/0>
<venezia:FastEthernet0/0, padova:FastEthernet0/1>
<verona:FastEthernet0/0, brescia:FastEthernet0/1>
<verona:FastEthernet0/1, padova:FastEthernet1/0>
<verottbeach:FastEthernet0/0, melbourne:FastEthernet0/1>
<verottbeach:FastEthernet0/1, westttpalmttbeach:FastEthernet0/1>
<vicenza:FastEthernet0/0, milan:FastEthernet8/1>
<vicksburg:FastEthernet0/0, jackson:FastEthernet2/0>
<vicksburg:FastEthernet0/1, monroe:FastEthernet0/1>
<vienna:FastEthernet0/0, bratislava:FastEthernet0/1>
<vienna:FastEthernet0/1, budapest:FastEthernet1/0>
<vienna:FastEthernet1/0, graz:FastEthernet0/1>
<vienna:FastEthernet1/1, linz:FastEthernet1/1>
<vienna:FastEthernet2/0, munich:FastEthernet1/1>
<vienna:FastEthernet2/1, prague:FastEthernet1/0>
<waco:FastEthernet0/0, bryan:FastEthernet0/1>
<waco:FastEthernet0/1, dallas:FastEthernet0/1>
<warsaw:FastEthernet0/0, berlin:FastEthernet2/0>
<warsaw:FastEthernet0/1, krakov:FastEthernet0/1>
<washington:FastEthernet0/0, philadelphia:FastEthernet0/1>
<washington:FastEthernet0/1, richmond:FastEthernet0/1>
<westttpalmttbeach:FastEthernet0/0, fortttlauderdale:FastEthernet1/1>
<westttpalmttbeach:FastEthernet0/1, verottbeach:FastEthernet0/1>
<westttpoint:FastEthernet0/0, atlanta:FastEthernet4/0>
<wilmington:FastEthernet0/0, fayatteville:FastEthernet1/0>
<wilmington:FastEthernet0/1, florence:FastEthernet1/1>
<wilmington:FastEthernet1/0, myrtlettbeach:FastEthernet1/1>
<wilmington:FastEthernet1/1, raleigh:FastEthernet2/0>
<winstondashsalem:FastEthernet0/0, charlotte:FastEthernet3/0>
<winstondashsalem:FastEthernet0/1, greensboro:FastEthernet1/0>
<winstondashsalem:FastEthernet1/0, hickory:FastEthernet1/0>
<winstondashsalem:FastEthernet1/1, lexington:FastEthernet1/1>
<winterthur:FastEthernet0/0, pfaffikon:FastEthernet0/1>
<winterthur:FastEthernet0/1, zurich:FastEthernet1/1>
<wintertthaven:FastEthernet0/0, orlando:FastEthernet2/0>
<wintertthaven:FastEthernet0/1, tampa:FastEthernet2/1>
<wuppertal:FastEthernet0/0, dortmund:FastEthernet0/1>
<wuppertal:FastEthernet0/1, dusseldorf:FastEthernet2/0>
<zug:FastEthernet0/0, lucerne:FastEthernet0/1>
<zug:FastEthernet0/1, zurich:FastEthernet2/0>
<zurich:FastEthernet0/0, basel:FastEthernet1/0>
<zurich:FastEthernet0/1, schaffhausen:FastEthernet0/1>
<zurich:FastEthernet1/0, stttgallen:FastEthernet1/0>
<zurich:FastEthernet1/1, winterthur:FastEthernet0/1>
<zurich:FastEthernet2/0, zug:FastEthernet0/1>
