<aarhus:FastEthernet0/0, copenhagen:FastEthernet0/0>
<gothenburg:FastEthernet0/0, copenhagen:FastEthernet0/1>
<gothenburg:FastEthernet0/1, oslo:FastEthernet0/0>
<gouveneur:FastEthernet0/0, nodeidgg89:FastEthernet0/1>
<gouveneur:FastEthernet0/1, watertown:FastEthernet0/1>
<graz:FastEthernet0/0, klagenfurt:FastEthernet0/0>
<graz:FastEthernet0/1, vienna:FastEthernet1/0>
<greensboro:FastEthernet0/0, durham:FastEthernet0/0>
<greensboro:FastEthernet0/1, lexington:FastEthernet0/1>
<greensboro:FastEthernet1/0, winstondashsalem:FastEthernet0/1>
<greenville:FastEthernet0/0, ashville:FastEthernet0/0>
<greenville:FastEthernet0/1, atlanta:FastEthernet1/1>
<greenville:FastEthernet1/0, charlotte:FastEthernet0/1>
<greenville:FastEthernet1/1, nodeidgh97:FastEthernet0/1>
<greenville:FastEthernet2/0, sylva:FastEthernet0/1>
<grenoble:FastEthernet0/0, lyon:FastEthernet1/0>
<gulbarga:FastEthernet0/0, hyderabad:FastEthernet0/1>
<gulbarga:FastEthernet0/1, solapur:FastEthernet1/0>
<gulfport:FastEthernet0/0, hattiesburg:FastEthernet0/0>
<gulfport:FastEthernet0/1, mobile:FastEthernet0/0>
<gulfport:FastEthernet1/0, newttorleans:FastEthernet0/1>
<gurgaon:FastEthernet0/0, delhiidhg46:FastEthernet0/1>
<gurgaon:FastEthernet0/1, rohtak:FastEthernet0/0>
<gwalior:FastEthernet0/0, agra:FastEthernet0/0>
<gwalior:FastEthernet0/1, jhansi:FastEthernet0/1>
<gwalior:FastEthernet1/0, rajgarh:FastEthernet0/1>
<hadiagarh:FastEthernet0/0, lucknow:FastEthernet0/1>
<hadiagarh:FastEthernet0/1, rostock:FastEthernet1/0>
<hadiagarh:FastEthernet1/0, sitapur:FastEthernet0/1>
<hamburg:FastEthernet0/0, aarhus:FastEthernet0/1>
<hamburg:FastEthernet0/1, bremen:FastEthernet0/0>
<hamburg:FastEthernet1/0, copenhagen:FastEthernet1/0>
<hamburg:FastEthernet1/1, essen:FastEthernet1/0>
<hamburg:FastEthernet2/0, hannover:FastEthernet0/0>
<hamburg:FastEthernet2/1, kolding:FastEthernet0/1>
<hamburg:FastEthernet3/0, rostock:FastEthernet1/1>
<hamilton:FastEthernet0/0, cooperstown:FastEthernet0/0>
<hamilton:FastEthernet0/1, morrisville:FastEthernet0/1>
<hancock:FastEthernet0/0, delhi:FastEthernet0/0>
<hancock:FastEthernet0/1, deposit:FastEthernet0/1>
<hancock:FastEthernet1/0, forestttcity:FastEthernet0/0>
<hannover:FastEthernet0/0, hamburg:FastEthernet2/0>
<hannover:FastEthernet0/1, nodeidhh60:FastEthernet0/1>
<harriman:FastEthernet0/0, monroe:FastEthernet0/0>
<harriman:FastEthernet0/1, newttyorkttcity:FastEthernet0/0>
<harriman:FastEthernet1/0, saugerties:FastEthernet0/1>
<hassan:FastEthernet0/0, hubli:FastEthernet1/0>
<hassan:FastEthernet0/1, nodeidhg118:FastEthernet0/0>
<hassan:FastEthernet1/0, nodeidhg70:FastEthernet0/1>
<hattiesburg:FastEthernet0/0, gulfport:FastEthernet0/0>
<hattiesburg:FastEthernet0/1, meridian:FastEthernet0/0>
<hazaribagh:FastEthernet0/0, bokaro:FastEthernet1/0>
<hazaribagh:FastEthernet0/1, gaya:FastEthernet0/0>
<hazaribagh:FastEthernet1/0, ranchi:FastEthernet0/0>
<helsinki:FastEthernet0/0, stockholm:FastEthernet0/1>
<herkimmer:FastEthernet0/0, nodeidgg111:FastEthernet0/1>
<herkimmer:FastEthernet0/1, utica:FastEthernet0/0>
<hickory:FastEthernet0/0, charlotte:FastEthernet1/0>
<hickory:FastEthernet0/1, lexington:FastEthernet1/0>
<hickory:FastEthernet1/0, winstondashsalem:FastEthernet1/0>
<hiltontthead:FastEthernet0/0, nodeidgh101:FastEthernet0/0>
<hilversum:FastEthernet0/0, amsterdam:FastEthernet1/0>
<hilversum:FastEthernet0/1, utrecht:FastEthernet0/1>
<himmatnagar:FastEthernet0/0, ahmedabad:FastEthernet1/0>
<himmatnagar:FastEthernet0/1, gandhinagar:FastEthernet0/1>
<hollywood:FastEthernet0/0, fortttlauderdale:FastEthernet0/0>
<hollywood:FastEthernet0/1, miami:FastEthernet1/0>
<hoofddorp:FastEthernet0/0, amsterdam:FastEthernet1/1>
<hoofddorp:FastEthernet0/1, thetthague:FastEthernet0/1>
<hoshiarpur:FastEthernet0/0, jalandhar:FastEthernet0/0>
<hoshiarpur:FastEthernet0/1, pathankot:FastEthernet0/1>
<houston:FastEthernet0/0, beaumont:FastEthernet0/0>
<houston:FastEthernet0/1, dallas:FastEthernet0/0>
<houston:FastEthernet1/0, santtantonia:FastEthernet0/0>
<hubli:FastEthernet0/0, belgaum:FastEthernet0/1>
<hubli:FastEthernet0/1, goa:FastEthernet0/0>
<hubli:FastEthernet1/0, hassan:FastEthernet0/0>
<huntsville:FastEthernet0/0, arab:FastEthernet0/1>
<huntsville:FastEthernet0/1, gadsden:FastEthernet0/1>
<huntsville:FastEthernet1/0, nashville:FastEthernet0/1>
<hyderabad:FastEthernet0/0, chandrapur:FastEthernet0/0>
<hyderabad:FastEthernet0/1, gulbarga:FastEthernet0/0>
<hyderabad:FastEthernet1/0, raichur:FastEthernet0/0>
<hyderabad:FastEthernet1/1, sangareddy:FastEthernet0/0>
<hyderabad:FastEthernet2/0, vijayavada:FastEthernet0/0>
<indore:FastEthernet0/0, dhar:FastEthernet0/0>
<indore:FastEthernet0/1, jabalpur:FastEthernet0/1>
<indore:FastEthernet1/0, rajgarh:FastEthernet1/0>
<indore:FastEthernet1/1, ujjain:FastEthernet1/0>
<indore:FastEthernet2/0, vidisha:FastEthernet0/0>
<ingleside:FastEthernet0/0, almond:FastEthernet0/1>
<ingleside:FastEthernet0/1, odessa:FastEthernet1/0>
<innsbruck:FastEthernet0/0, salzburg:FastEthernet0/0>
<intview:FastEthernet0/0, dallas:FastEthernet1/0>
<intview:FastEthernet0/1, shreveport:FastEthernet1/0>
<ithaca:FastEthernet0/0, nodeidgg109:FastEthernet0/1>
<ithaca:FastEthernet0/1, nodeidgg124:FastEthernet1/0>
<jabalpur:FastEthernet0/0, damoh:FastEthernet0/0>
<jabalpur:FastEthernet0/1, indore:FastEthernet0/1>
<jabalpur:FastEthernet1/0, raipur:FastEthernet1/0>
<jabalpur:FastEthernet1/1, satna:FastEthernet0/0>
<jackson:FastEthernet0/0, memphis:FastEthernet0/0>
<jackson:FastEthernet0/1, meridian:FastEthernet0/1>
<jackson:FastEthernet1/0, newttorleans:FastEthernet1/0>
<jackson:FastEthernet1/1, pinettbluff:FastEthernet0/0>
<jackson:FastEthernet2/0, vicksburg:FastEthernet0/0>
<jacksonidgh91:FastEthernet0/0, memphis:FastEthernet0/1>
<jacksonidgh91:FastEthernet0/1, nashville:FastEthernet1/0>
<jacksonville:FastEthernet0/0, daytonattbeach:FastEthernet0/1>
<jacksonville:FastEthernet0/1, lakettcity:FastEthernet0/1>
<jacksonville:FastEthernet1/0, sauntttaugustine:FastEthernet0/1>
<jacksonville:FastEthernet1/1, savannah:FastEthernet1/0>
<jaipur:FastEthernet0/0, ajmer:FastEthernet0/0>
<jaipur:FastEthernet0/1, bhilwara:FastEthernet0/0>
<jaipur:FastEthernet1/0, delhiidhg46:FastEthernet1/0>
<jaipur:FastEthernet1/1, tonk:FastEthernet0/1>
<jalandhar:FastEthernet0/0, hoshiarpur:FastEthernet0/0>
<jalandhar:FastEthernet0/1, ludhiana:FastEthernet0/1>
<jalgaon:FastEthernet0/0, akola:FastEthernet0/0>
<jalgaon:FastEthernet0/1, aurangabad:FastEthernet0/1>
<jalgaon:FastEthernet1/0, buldhana:FastEthernet0/1>
<jalgaon:FastEthernet1/1, dhulia:FastEthernet0/0>
<jalgaon:FastEthernet2/0, khandwa:FastEthernet0/1>
<jalgaon:FastEthernet2/1, surat:FastEthernet0/1>
<jamestown:FastEthernet0/0, nodeidgg94:FastEthernet0/1>
<jamshedpur:FastEthernet0/0, bokaro:FastEthernet1/1>
<jamshedpur:FastEthernet0/1, rourkela:FastEthernet0/0>
<jaunpur:FastEthernet0/0, lucknow:FastEthernet1/0>
<jaunpur:FastEthernet0/1, varanasi:FastEthernet0/0>
<jhansi:FastEthernet0/0, allahabad:FastEthernet0/1>
<jhansi:FastEthernet0/1, gwalior:FastEthernet0/1>
<jhansi:FastEthernet1/0, satna:FastEthernet0/1>
<kanchipuram:FastEthernet0/0, pondicherry:FastEthernet0/1>
<kanchipuram:FastEthernet0/1, tirupati:FastEthernet0/1>
<kanpur:FastEthernet0/0, fatehpur:FastEthernet0/1>
<kanpur:FastEthernet0/1, lucknow:FastEthernet1/1>
<kanyakumari:FastEthernet0/0, tiruchendur:FastEthernet0/0>
<kanyakumari:FastEthernet0/1, tirunelveli:FastEthernet0/0>
<kanyakumari:FastEthernet1/0, trivandrum:FastEthernet0/0>
<karlsruhe:FastEthernet0/0, mannheim:FastEthernet0/1>
<karlsruhe:FastEthernet0/1, strasbourg:FastEthernet0/1>
<karlsruhe:FastEthernet1/0, stuttgart:FastEthernet1/0>
<karnal:FastEthernet0/0, ambala:FastEthernet0/1>
<karnal:FastEthernet0/1, sonipat:FastEthernet0/1>
<keene:FastEthernet0/0, brattleboro:FastEthernet1/1>
<khandwa:FastEthernet0/0, dhar:FastEthernet0/1>
<khandwa:FastEthernet0/1, jalgaon:FastEthernet2/0>
<kharagpur:FastEthernet0/0, bhubaneshwar:FastEthernet0/1>
<kharagpur:FastEthernet0/1, kolkata:FastEthernet0/0>
<klagenfurt:FastEthernet0/0, graz:FastEthernet0/0>
<knoxville:FastEthernet0/0, nashville:FastEthernet1/1>
<knoxville:FastEthernet0/1, sylva:FastEthernet1/0>
<kolar:FastEthernet0/0, bangalore:FastEthernet0/1>
<kolar:FastEthernet0/1, tirupati:FastEthernet1/0>
<kolding:FastEthernet0/0, aarhus:FastEthernet1/0>
<kolding:FastEthernet0/1, hamburg:FastEthernet2/1>
<kolhapur:FastEthernet0/0, belgaum:FastEthernet1/0>
<kolhapur:FastEthernet0/1, sangli:FastEthernet0/0>
<kolhapur:FastEthernet1/0, satara:FastEthernet0/0>
<kolkata:FastEthernet0/0, kharagpur:FastEthernet0/1>
<kolkata:FastEthernet0/1, ranchi:FastEthernet0/1>
<kollam:FastEthernet0/0, ernakulam:FastEthernet0/0>
<kollam:FastEthernet0/1, trivandrum:FastEthernet0/1>
<kortnijk:FastEthernet0/0, brussels:FastEthernet2/1>
<kota:FastEthernet0/0, rajgarh:FastEthernet1/1>
<kota:FastEthernet0/1, tonk:FastEthernet1/0>
<kottayem:FastEthernet0/0, allepey:FastEthernet0/1>
<kottayem:FastEthernet0/1, ernakulam:FastEthernet0/1>
<kotttkapura:FastEthernet0/0, amritsar:FastEthernet0/0>
<kotttkapura:FastEthernet0/1, talwandittbahi:FastEthernet0/1>
<kozhikode:FastEthernet0/0, cannonore:FastEthernet0/0>
<kozhikode:FastEthernet0/1, palghat:FastEthernet0/0>
<krakov:FastEthernet0/0, prague:FastEthernet0/1>
<krakov:FastEthernet0/1, warsaw:FastEthernet0/1>
<lafayette:FastEthernet0/0, alexandria:FastEthernet0/0>
<lafayette:FastEthernet0/1, batonttrouge:FastEthernet0/0>
<lafayette:FastEthernet1/0, lakettcharles:FastEthernet0/1>
<lagrange:FastEthernet0/0, lagrangeidgh43:FastEthernet0/1>
<lagrange:FastEthernet0/1, newnah:FastEthernet0/0>
<lagrangeidgh43:FastEthernet0/0, albanyidgh45:FastEthernet0/0>
<lagrangeidgh43:FastEthernet0/1, lagrange:FastEthernet0/0>
<lagrangeidgh43:FastEthernet1/0, opelika:FastEthernet0/1>
<lakettcharles:FastEthernet0/0, beaumont:FastEthernet0/1>
<lakettcharles:FastEthernet0/1, lafayette:FastEthernet1/0>
<lakettcity:FastEthernet0/0, gainesville:FastEthernet0/0>
<lakettcity:FastEthernet0/1, jacksonville:FastEthernet0/1>
<lakettcity:FastEthernet1/0, nodeidgh86:FastEthernet0/0>
<lakettcity:FastEthernet1/1, tallahassee:FastEthernet1/1>
<lakettcity:FastEthernet2/0, valdosta:FastEthernet0/0>
<lakettplacid:FastEthernet0/0, saranacttlake:FastEthernet0/0>
<lakettplacid:FastEthernet0/1, westport:FastEthernet1/0>
<lausanne:FastEthernet0/0, nodeidhh73:FastEthernet1/1>
<lausanne:FastEthernet0/1, nyon:FastEthernet0/1>
<lebanon:FastEthernet0/0, whitettriverttjunction:FastEthernet0/1>
<leipzig:FastEthernet0/0, dresden:FastEthernet0/1>
<leipzig:FastEthernet0/1, nuremberg:FastEthernet0/0>
<leuven:FastEthernet0/0, brussels:FastEthernet3/0>
<lexington:FastEthernet0/0, charlotte:FastEthernet1/1>
<lexington:FastEthernet0/1, greensboro:FastEthernet0/1>
<lexington:FastEthernet1/0, hickory:FastEthernet0/1>
<lexington:FastEthernet1/1, winstondashsalem:FastEthernet1/1>
<liege:FastEthernet0/0, brussels:FastEthernet3/1>
<lille:FastEthernet0/0, ghent:FastEthernet0/1>
<lille:FastEthernet0/1, nodeidhh62:FastEthernet0/0>
<lille:FastEthernet1/0, paris:FastEthernet0/0>
<linz:FastEthernet0/0, salzburg:FastEthernet0/1>
<linz:FastEthernet0/1, schroonttlake:FastEthernet0/1>
<linz:FastEthernet1/0, stttpollen:FastEthernet0/0>
<linz:FastEthernet1/1, varanasi:FastEthernet0/1>
<linz:FastEthernet2/0, vienna:FastEthernet1/1>
<lisbon:FastEthernet0/0, madrid:FastEthernet0/1>
<lisbon:FastEthernet0/1, porto:FastEthernet0/0>
<lisbon:FastEthernet1/0, sintra:FastEthernet0/0>
<littlettrock:FastEthernet0/0, memphis:FastEthernet1/0>
<littlettrock:FastEthernet0/1, pinettbluff:FastEthernet0/1>
<livorno:FastEthernet0/0, milan:FastEthernet2/1>
<london:FastEthernet0/0, bostonidhh28:FastEthernet0/1>
<london:FastEthernet0/1, brussels:FastEthernet4/0>
<london:FastEthernet1/0, dublin:FastEthernet0/1>
<london:FastEthernet1/1, manchesteridhh76:FastEthernet0/1>
<london:FastEthernet2/0, newttyorkidhh55:FastEthernet0/0>
<london:FastEthernet2/1, newarkidhh54:FastEthernet0/0>
<london:FastEthernet3/0, nodeidhh62:FastEthernet0/1>
<london:FastEthernet3/1, reading:FastEthernet0/1>
<lowville:FastEthernet0/0, boonville:FastEthernet0/0>
<lowville:FastEthernet0/1, watertown:FastEthernet1/0>
<lucerne:FastEthernet0/0, lugano:FastEthernet0/1>
<lucerne:FastEthernet0/1, zug:FastEthernet0/0>
<lucknow:FastEthernet0/0, dehradun:FastEthernet0/0>
<lucknow:FastEthernet0/1, hadiagarh:FastEthernet0/0>
<lucknow:FastEthernet1/0, jaunpur:FastEthernet0/0>
<lucknow:FastEthernet1/1, kanpur:FastEthernet0/1>
<ludhiana:FastEthernet0/0, chandigarh:FastEthernet0/1>
<ludhiana:FastEthernet0/1, jalandhar:FastEthernet0/1>
<ludhiana:FastEthernet1/0, patiala:FastEthernet0/0>
<ludhiana:FastEthernet1/1, talwandittbahi:FastEthernet1/0>
<lugano:FastEthernet0/0, chiasso:FastEthernet0/1>
<lugano:FastEthernet0/1, lucerne:FastEthernet0/0>
<luxembourg:FastEthernet0/0, brussels:FastEthernet4/1>
<lyon:FastEthernet0/0, dijon:FastEthernet0/0>
<lyon:FastEthernet0/1, geneve:FastEthernet0/0>
<lyon:FastEthernet1/0, grenoble:FastEthernet0/0>
<lyon:FastEthernet1/1, marseille:FastEthernet0/0>
<lyon:FastEthernet2/0, paris:FastEthernet0/1>
<macon:FastEthernet0/0, atlanta:FastEthernet2/0>
<macon:FastEthernet0/1, valdosta:FastEthernet0/1>
<madrid:FastEthernet0/0, bordeaux:FastEthernet0/0>
<madrid:FastEthernet0/1, lisbon:FastEthernet0/0>
<madrid:FastEthernet1/0, valencia:FastEthernet0/1>
<madural:FastEthernet0/0, sivakasi:FastEthernet0/1>
<madural:FastEthernet0/1, tirunelveli:FastEthernet0/1>
<magdemburg:FastEthernet0/0, nodeidhh60:FastEthernet1/0>
<malmo:FastEthernet0/0, copenhagen:FastEthernet1/1>
<malone:FastEthernet0/0, nodeidgg91:FastEthernet0/0>
<malone:FastEthernet0/1, plattsburgh:FastEthernet1/0>
<manchester:FastEthernet0/0, benningtown:FastEthernet1/0>
<manchester:FastEthernet0/1, rutland:FastEthernet0/1>
<manchesteridhh76:FastEthernet0/0, birminghamidhh77:FastEthernet0/1>
<manchesteridhh76:FastEthernet0/1, london:FastEthernet1/1>
<mangalore:FastEthernet0/0, callicut:FastEthernet0/0>
<mangalore:FastEthernet0/1, cannonore:FastEthernet0/1>
<mangalore:FastEthernet1/0, chitradurg:FastEthernet0/0>
<mangalore:FastEthernet1/1, goa:FastEthernet0/1>
<mangalore:FastEthernet2/0, nodeidhg118:FastEthernet0/1>
<mannheim:FastEthernet0/0, frankfurt:FastEthernet0/1>
<mannheim:FastEthernet0/1, karlsruhe:FastEthernet0/0>
<margaretsville:FastEthernet0/0, delhi:FastEthernet0/1>
<margaretsville:FastEthernet0/1, middleburgh:FastEthernet0/1>
<marseille:FastEthernet0/0, lyon:FastEthernet1/1>
<marseille:FastEthernet0/1, montpellier:FastEthernet0/0>
<marseille:FastEthernet1/0, nice:FastEthernet0/0>
<marseille:FastEthernet1/1, turin:FastEthernet0/1>
<massena:FastEthernet0/0, nodeidgg91:FastEthernet0/1>
<massena:FastEthernet0/1, ogdensburg:FastEthernet0/1>
<massena:FastEthernet1/0, potsdam:FastEthernet0/1>
<mathura:FastEthernet0/0, agra:FastEthernet0/1>
<mathura:FastEthernet0/1, delhiidhg46:FastEthernet1/1>
<meerut:FastEthernet0/0, ghaziabad:FastEthernet0/1>
<meerut:FastEthernet0/1, moradabad:FastEthernet0/1>
<melbourne:FastEthernet0/0, cocoattbeach:FastEthernet0/1>
<melbourne:FastEthernet0/1, verottbeach:FastEthernet0/0>
<memphis:FastEthernet0/0, jackson:FastEthernet0/0>
<memphis:FastEthernet0/1, jacksonidgh91:FastEthernet0/0>
<memphis:FastEthernet1/0, littlettrock:FastEthernet0/0>
<meridian:FastEthernet0/0, hattiesburg:FastEthernet0/1>
<meridian:FastEthernet0/1, jackson:FastEthernet0/1>
<meridian:FastEthernet1/0, tuscaloosa:FastEthernet0/1>
<miami:FastEthernet0/0, fortttlauderdale:FastEthernet0/1>
<miami:FastEthernet0/1, ftttmyers:FastEthernet0/0>
<miami:FastEthernet1/0, hollywood:FastEthernet0/1>
<miami:FastEthernet1/1, tampa:FastEthernet0/0>
<middleburgh:FastEthernet0/0, cobleskill:FastEthernet0/0>
<middleburgh:FastEthernet0/1, margaretsville:FastEthernet0/1>
<middleburgh:FastEthernet1/0, nodeidgg92:FastEthernet0/0>
<middlebury:FastEthernet0/0, addisonidgg108:FastEthernet0/1>
<middlebury:FastEthernet0/1, bristol:FastEthernet0/1>
<middlebury:FastEthernet1/0, burlington:FastEthernet1/0>
<milan:FastEthernet0/0, bergamo:FastEthernet0/1>
<milan:FastEthernet0/1, biella:FastEthernet0/0>
<milan:FastEthernet1/0, borgomanero:FastEthernet0/0>
<milan:FastEthernet1/1, como:FastEthernet0/1>
<milan:FastEthernet2/0, genova:FastEthernet0/1>
<milan:FastEthernet2/1, livorno:FastEthernet0/0>
<milan:FastEthernet3/0, monza:FastEthernet0/0>
<milan:FastEthernet3/1, novara:FastEthernet0/0>
<milan:FastEthernet4/0, parma:FastEthernet0/0>
<milan:FastEthernet4/1, piacenza:FastEthernet0/0>
<milan:FastEthernet5/0, reggiottemilia:FastEthernet0/0>
<milan:FastEthernet5/1, rimini:FastEthernet0/0>
<milan:FastEthernet6/0, trento:FastEthernet0/0>
<milan:FastEthernet6/1, treviso:FastEthernet0/0>
<milan:FastEthernet7/0, trieste:FastEthernet0/0>
<milan:FastEthernet7/1, turin:FastEthernet1/0>
<milan:FastEthernet8/0, varese:FastEthernet0/0>
<milan:FastEthernet8/1, vicenza:FastEthernet0/0>
<millerton:FastEthernet0/0, nodeidgg123:FastEthernet0/0>
<mobile:FastEthernet0/0, gulfport:FastEthernet0/1>
<mobile:FastEthernet0/1, montgomery:FastEthernet1/0>
<mobile:FastEthernet1/0, pensacola:FastEthernet0/1>
<modena:FastEthernet0/0, bologna:FastEthernet0/1>
<modena:FastEthernet0/1, reggiottemilia:FastEthernet0/1>
<monroe:FastEthernet0/0, harriman:FastEthernet0/0>
<monroe:FastEthernet0/1, portttjervis:FastEthernet0/0>
<monroeidgh21:FastEthernet0/0, shreveport:FastEthernet0/1>
<monroeidgh21:FastEthernet0/1, vicksburg:FastEthernet0/1>
<mons:FastEthernet0/0, brussels:FastEthernet5/0>
<montgomery:FastEthernet0/0, birmingham:FastEthernet1/0>
<montgomery:FastEthernet0/1, dothan:FastEthernet0/1>
<montgomery:FastEthernet1/0, mobile:FastEthernet0/1>
<montgomery:FastEthernet1/1, nodeidgh111:FastEthernet1/0>
<montpellier:FastEthernet0/0, marseille:FastEthernet0/1>
<montpellier:FastEthernet0/1, nodeidhh79:FastEthernet0/1>
<monza:FastEthernet0/0, milan:FastEthernet3/0>
<moradabad:FastEthernet0/0, bareilly:FastEthernet0/0>
<moradabad:FastEthernet0/1, meerut:FastEthernet0/1>
<morrisville:FastEthernet0/0, cazenovia:FastEthernet0/1>
<morrisville:FastEthernet0/1, hamilton:FastEthernet0/1>
<mountpelier:FastEthernet0/0, barreidgg104:FastEthernet0/0>
<mountpelier:FastEthernet0/1, essexttjunction:FastEthernet0/1>
<mountpelier:FastEthernet1/0, whitettriverttjunction:FastEthernet1/0>
<mumbai:FastEthernet0/0, nasik:FastEthernet1/0>
<mumbai:FastEthernet0/1, pune:FastEthernet0/1>
<mumbai:FastEthernet1/0, valsad:FastEthernet0/0>
<munich:FastEthernet0/0, erding:FastEthernet0/0>
<munich:FastEthernet0/1, nuremberg:FastEthernet0/1>
<munich:FastEthernet1/0, stuttgart:FastEthernet1/1>
<munich:FastEthernet1/1, vienna:FastEthernet2/0>
<myrtlettbeach:FastEthernet0/0, charleston:FastEthernet0/0>
<myrtlettbeach:FastEthernet0/1, florence:FastEthernet0/1>
<myrtlettbeach:FastEthernet1/0, nodeidgh103:FastEthernet0/1>
<myrtlettbeach:FastEthernet1/1, wilmington:FastEthernet1/0>
<mysore:FastEthernet0/0, bangalore:FastEthernet1/0>
<mysore:FastEthernet0/1, callicut:FastEthernet0/1>
<nagpur:FastEthernet0/0, amravati:FastEthernet0/1>
<nagpur:FastEthernet0/1, bhandara:FastEthernet0/0>
<nagpur:FastEthernet1/0, wardha:FastEthernet0/1>
<nanded:FastEthernet0/0, aurangabad:FastEthernet1/0>
<nanded:FastEthernet0/1, sangareddy:FastEthernet0/1>
<nantes:FastEthernet0/0, bordeaux:FastEthernet0/1>
<nantes:FastEthernet0/1, rennes:FastEthernet0/0>
<napoli:FastEthernet0/0, rome:FastEthernet2/1>
<nashville:FastEthernet0/0, chattanooga:FastEthernet0/1>
<nashville:FastEthernet0/1, huntsville:FastEthernet1/0>
<nashville:FastEthernet1/0, jacksonidgh91:FastEthernet0/1>
<nashville:FastEthernet1/1, knoxville:FastEthernet0/0>
<nasik:FastEthernet0/0, ahmednagar:FastEthernet0/1>
<nasik:FastEthernet0/1, dhulia:FastEthernet0/1>
<nasik:FastEthernet1/0, mumbai:FastEthernet0/0>
<nellore:FastEthernet0/0, ongole:FastEthernet0/0>
<nellore:FastEthernet0/1, tirupati:FastEthernet1/1>
<neuss:FastEthernet0/0, dusseldorf:FastEthernet1/1>
<newark:FastEthernet0/0, newttyork:FastEthernet0/0>
<newark:FastEthernet0/1, philadelphia:FastEthernet0/0>
<newarkidhh54:FastEthernet0/0, london:FastEthernet2/1>
<newarkidhh54:FastEthernet0/1, newttyorkidhh55:FastEthernet0/1>
<newarkidhh54:FastEthernet1/0, paris:FastEthernet1/0>
<newnah:FastEthernet0/0, lagrange:FastEthernet0/1>
<newnah:FastEthernet0/1, nodeidgh84:FastEthernet1/0>
<newport:FastEthernet0/0, nodeidgg111:FastEthernet1/0>
<newport:FastEthernet0/1, nodeidgg114:FastEthernet0/0>
<newttorleans:FastEthernet0/0, batonttrouge:FastEthernet0/1>
<newttorleans:FastEthernet0/1, gulfport:FastEthernet1/0>
<newttorleans:FastEthernet1/0, jackson:FastEthernet1/0>
<newttyork:FastEthernet0/0, newark:FastEthernet0/0>
<newttyorkidhh55:FastEthernet0/0, london:FastEthernet2/0>
<newttyorkidhh55:FastEthernet0/1, newarkidhh54:FastEthernet0/1>
<newttyorkttcity:FastEthernet0/0, harriman:FastEthernet0/1>
<newttyorkttcity:FastEthernet0/1, putnamttvalley:FastEthernet0/0>
<nice:FastEthernet0/0, marseille:FastEthernet1/0>
<nodeidgg109:FastEthernet0/0, burdett:FastEthernet0/0>
<nodeidgg109:FastEthernet0/1, ithaca:FastEthernet0/0>
<nodeidgg109:FastEthernet1/0, ovid:FastEthernet0/1>
<nodeidgg110:FastEthernet0/0, auburn:FastEthernet0/0>
<nodeidgg110:FastEthernet0/1, phelps:FastEthernet0/1>
<nodeidgg110:FastEthernet1/0, syracuse:FastEthernet1/0>
<nodeidgg111:FastEthernet0/0, gloversville:FastEthernet0/1>
<nodeidgg111:FastEthernet0/1, herkimmer:FastEthernet0/0>
<nodeidgg111:FastEthernet1/0, newport:FastEthernet0/0>
<nodeidgg111:FastEthernet1/1, nodeidgg113:FastEthernet0/0>
<nodeidgg112:FastEthernet0/0, nodeidgg113:FastEthernet0/1>
<nodeidgg112:FastEthernet0/1, syracuse:FastEthernet1/1>
<nodeidgg112:FastEthernet1/0, vernon:FastEthernet0/0>
<nodeidgg113:FastEthernet0/0, nodeidgg111:FastEthernet1/1>
<nodeidgg113:FastEthernet0/1, nodeidgg112:FastEthernet0/0>
<nodeidgg113:FastEthernet1/0, nodeidgg114:FastEthernet0/1>
<nodeidgg114:FastEthernet0/0, newport:FastEthernet0/1>
<nodeidgg114:FastEthernet0/1, nodeidgg113:FastEthernet1/0>
<nodeidgg114:FastEthernet1/0, remsen:FastEthernet0/1>
<nodeidgg123:FastEthernet0/0, millerton:FastEthernet0/0>
<nodeidgg123:FastEthernet0/1, nodeidgg93:FastEthernet1/0>
<nodeidgg123:FastEthernet1/0, odessa:FastEthernet1/1>
<nodeidgg124:FastEthernet0/0, auburn:FastEthernet0/1>
<nodeidgg124:FastEthernet0/1, dryden:FastEthernet1/0>
<nodeidgg124:FastEthernet1/0, ithaca:FastEthernet0/1>
<nodeidgg21:FastEthernet0/0, alfred:FastEthernet0/1>
<nodeidgg21:FastEthernet0/1, wellsville:FastEthernet0/0>
<nodeidgg21:FastEthernet1/0, whitesville:FastEthernet0/1>
<nodeidgg22:FastEthernet0/0, alfred:FastEthernet1/0>
<nodeidgg22:FastEthernet0/1, wellsville:FastEthernet0/1>
<nodeidgg22:FastEthernet1/0, whitesville:FastEthernet1/0>
<nodeidgg24:FastEthernet0/0, germantown:FastEthernet0/1>
<nodeidgg24:FastEthernet0/1, poughkeepsie:FastEthernet0/0>
<nodeidgg30:FastEthernet0/0, burlington:FastEthernet1/1>
<nodeidgg30:FastEthernet0/1, nodeidgg31:FastEthernet0/0>
<nodeidgg31:FastEthernet0/0, nodeidgg30:FastEthernet0/1>
<nodeidgg31:FastEthernet0/1, winooski:FastEthernet0/1>
<nodeidgg89:FastEthernet0/0, canton:FastEthernet0/0>
<nodeidgg89:FastEthernet0/1, gouveneur:FastEthernet0/0>
<nodeidgg89:FastEthernet1/0, nodeidgg90:FastEthernet0/0>
<nodeidgg90:FastEthernet0/0, nodeidgg89:FastEthernet1/0>
